city,location,year,month,quarter,property_category,rate_sqft
Gurgaon,Gwal Pahari,2025,Mar,Q1,Apartment,13669.625
Gurgaon,Gwal Pahari,2025,Mar,Q1,Other,14834.777777777777
Gurgaon,Gwal Pahari,2025,Mar,Q1,Penthouse,10129.0
Gurgaon,Gwal Pahari,2025,May,Q2,Apartment,16073.166666666666
Gurgaon,Gwal Pahari,2025,May,Q2,Other,15631.666666666666
Gurgaon,Haryana,2024,Oct,Q4,Apartment,13000.0
Gurgaon,Hayatpur,2025,Apr,Q2,Apartment,11390.5
Gurgaon,Hayatpur,2025,Jan,Q1,Apartment,12418.0
Gurgaon,Hayatpur,2025,Mar,Q1,Apartment,13146.0
Gurgaon,Heritage City,2025,Apr,Q2,Apartment,19375.0
Gurgaon,"Housing board colony,Sector 7 Ext",2025,Jan,Q1,Apartment,5769.0
Gurgaon,Huda Sector,2025,Mar,Q1,Apartment,3590.0
Gurgaon,IFFCO Chowk,2024,Nov,Q4,Apartment,17187.0
Gurgaon,IFFCO Chowk,2025,Feb,Q1,Apartment,2691.0
Gurgaon,IMT Manesar,2024,Aug,Q3,Apartment,6377.0
Gurgaon,IMT Manesar,2024,Nov,Q4,Apartment,5316.0
Gurgaon,IMT Manesar,2024,Oct,Q4,Apartment,6626.0
Gurgaon,IMT Manesar,2024,Sep,Q3,Other,8034.0
Gurgaon,IMT Manesar,2025,Apr,Q2,Apartment,6626.0
Gurgaon,IMT Manesar,2025,Feb,Q1,Apartment,2691.0
Gurgaon,IMT Manesar,2025,Jan,Q1,Apartment,3202.6666666666665
Gurgaon,Jawahar Nagar,2025,Jan,Q1,Apartment,8000.0
Gurgaon,Jawahar Nagar,2025,Mar,Q1,Other,5416.0
Gurgaon,Jharsa,2025,Apr,Q2,Apartment,7777.0
Gurgaon,Jharsa village,2024,Oct,Q4,Apartment,9285.0
Gurgaon,Jyoti Park,2024,Aug,Q3,Other,6306.0
Gurgaon,Jyoti Park,2025,Mar,Q1,Other,6756.0
Gurgaon,Kadarpur,2025,Apr,Q2,Apartment,12928.5
Gurgaon,Kadarpur,2025,Feb,Q1,Apartment,14355.5
Gurgaon,Kadarpur,2025,Mar,Q1,Apartment,12265.5
Gurgaon,Kanahi,2024,Oct,Q4,Apartment,12285.0
Gurgaon,Kanahi,2025,Apr,Q2,Apartment,20000.0
Gurgaon,Kanahi,2025,Feb,Q1,Apartment,12857.0
Gurgaon,Khandsha,2025,Jan,Q1,Apartment,5900.0
Gurgaon,Kherki Daula,2025,Feb,Q1,Apartment,2657.0
Gurgaon,Kherki Daula,2025,Mar,Q1,Other,8500.0
Gurgaon,Krishna Colony,2024,Aug,Q3,Apartment,5000.0
Gurgaon,Krishna Colony,2024,Dec,Q4,Apartment,7500.0
Gurgaon,Krishna Colony,2024,Oct,Q4,Apartment,5733.0
Gurgaon,Krishna Colony,2024,Oct,Q4,Other,4000.0
Gurgaon,Krishna Colony,2024,Sep,Q3,Other,7960.0
Gurgaon,Krishna Colony,2025,Apr,Q2,Apartment,5733.0
Gurgaon,Krishna Colony,2025,Jan,Q1,Apartment,5000.0
Gurgaon,Krishna Colony,2025,Mar,Q1,Apartment,5983.0
Gurgaon,Laxman Vihar,2024,Nov,Q4,Apartment,5066.0
Gurgaon,Laxman Vihar,2024,Sep,Q3,Other,5733.0
Gurgaon,Laxman Vihar,2025,Apr,Q2,Apartment,5066.0
Gurgaon,Laxman Vihar Industrial Area,2025,Jan,Q1,Other,6111.0
Gurgaon,Laxman Vihar Phase 2,2024,Dec,Q4,Other,5701.5
Gurgaon,M3M DAISY BLOCK,2024,Nov,Q4,Apartment,8229.0
Gurgaon,M3M GOLF ESTATE LUXURY PROJECT,2025,Feb,Q1,Apartment,23540.0
Gurgaon,M3M LOW RISE APPARTMENTS,2025,Mar,Q1,Apartment,11144.0
Gurgaon,M3M SCDA.,2024,Oct,Q4,Apartment,18509.0
Gurgaon,M3M SCDA.,2025,Mar,Q1,Apartment,18509.0
Gurgaon,MG Road,2024,Dec,Q4,Apartment,24237.5
Gurgaon,MG Road,2024,Nov,Q4,Apartment,23721.14285714286
Gurgaon,MG Road,2024,Nov,Q4,Other,28189.0
Gurgaon,MG Road,2024,Oct,Q4,Apartment,24591.3125
Gurgaon,MG Road,2025,Apr,Q2,Apartment,28119.0
Gurgaon,MG Road,2025,Feb,Q1,Apartment,23385.14285714286
Gurgaon,MG Road,2025,Jan,Q1,Apartment,17310.333333333332
Gurgaon,MG Road,2025,Mar,Q1,Apartment,24735.333333333332
Gurgaon,Malibu Town,2024,Dec,Q4,Apartment,18287.0
Gurgaon,Malibu Town,2024,Dec,Q4,Other,11666.0
Gurgaon,Malibu Town,2024,Nov,Q4,Apartment,13311.181818181818
Gurgaon,Malibu Town,2024,Nov,Q4,Other,13715.0
Gurgaon,Malibu Town,2024,Oct,Q4,Apartment,13106.0
Gurgaon,Malibu Town,2024,Oct,Q4,Other,11666.0
Gurgaon,Malibu Town,2025,Apr,Q2,Apartment,13487.125
Gurgaon,Malibu Town,2025,Apr,Q2,Other,14285.0
Gurgaon,Malibu Town,2025,Feb,Q1,Apartment,14239.2
Gurgaon,Malibu Town,2025,Jan,Q1,Apartment,13754.8
Gurgaon,Malibu Town,2025,Mar,Q1,Apartment,16519.0
Gurgaon,Malibu Town,2025,May,Q2,Apartment,16458.0
Gurgaon,Manesar,2024,Nov,Q4,Apartment,6179.285714285715
Gurgaon,Manesar,2024,Nov,Q4,Other,5579.333333333333
Gurgaon,Manesar,2024,Oct,Q4,Apartment,7903.5
Gurgaon,Manesar,2024,Oct,Q4,Villa,16666.0
Gurgaon,Manesar,2025,Apr,Q2,Apartment,8222.0
Gurgaon,Manesar,2025,Apr,Q2,Other,8450.5
Gurgaon,Manesar,2025,Feb,Q1,Apartment,5471.142857142857
Gurgaon,Manesar,2025,Feb,Q1,Other,6316.0
Gurgaon,Manesar,2025,Jan,Q1,Apartment,4574.5
Gurgaon,Manesar,2025,Jan,Q1,Villa,16666.0
Gurgaon,Manesar,2025,Mar,Q1,Apartment,5072.75
Gurgaon,Maruti Kunj,2024,Nov,Q4,Apartment,11111.0
Gurgaon,Maruti Kunj,2025,Apr,Q2,Apartment,11111.0
Gurgaon,Maruti Vihar,2024,Sep,Q3,Other,7826.0
Gurgaon,Mayfield Garden,2025,Feb,Q1,Apartment,11875.0
Gurgaon,Mianwali Colony,2024,Dec,Q4,Apartment,5995.0
Gurgaon,Mianwali Colony,2025,May,Q2,Apartment,6551.0
Gurgaon,Model Town,2024,Aug,Q3,Apartment,12000.0
Gurgaon,Naurangpur,2024,Nov,Q4,Apartment,13486.5
Gurgaon,Naurangpur,2024,Nov,Q4,Other,14838.0
Gurgaon,Naurangpur,2024,Oct,Q4,Apartment,12600.0
Gurgaon,Naurangpur,2024,Sep,Q3,Other,15000.0
Gurgaon,Naurangpur,2025,Apr,Q2,Apartment,10085.0
Gurgaon,Naurangpur,2025,Apr,Q2,Other,11843.0
Gurgaon,Naurangpur,2025,Jan,Q1,Apartment,15789.0
Gurgaon,Naurangpur,2025,Mar,Q1,Other,10048.0
Gurgaon,Naurangpur,2025,May,Q2,Other,11310.0
Gurgaon,Nawada Fatehpur,2025,Apr,Q2,Apartment,10575.0
Gurgaon,Nawada Fatehpur,2025,Feb,Q1,Apartment,12309.0
Gurgaon,Nawada Fatehpur,2025,Mar,Q1,Apartment,11142.5
Gurgaon,New Colony,2024,Dec,Q4,Apartment,5067.0
Gurgaon,New Colony,2024,Nov,Q4,Apartment,9066.0
Gurgaon,New Colony,2024,Sep,Q3,Other,5418.0
Gurgaon,New Colony,2025,Feb,Q1,Apartment,10875.0
Gurgaon,New Colony,2025,Mar,Q1,Apartment,14166.0
Gurgaon,New Colony,2025,May,Q2,Apartment,6364.0
Gurgaon,New Gurgaon,2024,Aug,Q3,Apartment,12664.5
Gurgaon,New Gurgaon,2024,Oct,Q4,Apartment,8523.0
Gurgaon,New Palam Vihar,2024,Aug,Q3,Other,4400.0
Gurgaon,New Palam Vihar,2024,Nov,Q4,Apartment,5666.0
Gurgaon,New Palam Vihar,2024,Nov,Q4,Other,5012.5
Gurgaon,New Palam Vihar,2025,Feb,Q1,Other,7222.0
Gurgaon,New Palam Vihar,2025,Mar,Q1,Other,7555.0
Gurgaon,New Palam Vihar Phase 1,2024,Nov,Q4,Other,5066.0
Gurgaon,Nirvana Country,2024,Dec,Q4,Apartment,22641.0
Gurgaon,Nirvana Country,2024,Nov,Q4,Apartment,15865.0
Gurgaon,Nirvana Country,2024,Oct,Q4,Apartment,16788.0
Gurgaon,Nirvana Country,2025,Feb,Q1,Apartment,18181.0
Gurgaon,Nirvana Country,2025,Jan,Q1,Apartment,17001.833333333332
Gurgaon,Old DLF Colony,2024,Dec,Q4,Other,11500.0
Gurgaon,Old DLF Colony,2024,Nov,Q4,Other,12000.0
Gurgaon,Old DLF Colony,2025,Mar,Q1,Other,12400.0
Gurgaon,Old Gurgaon,2025,Apr,Q2,Apartment,8767.0
Gurgaon,Palam Vihar,2024,Dec,Q4,Studio,10307.0
Gurgaon,Palam Vihar,2024,Nov,Q4,Apartment,9952.421052631578
Gurgaon,Palam Vihar,2024,Nov,Q4,Other,2680.0
Gurgaon,Palam Vihar,2024,Oct,Q4,Apartment,11421.0
Gurgaon,Palam Vihar,2024,Oct,Q4,Other,10956.5
Gurgaon,Palam Vihar,2025,Apr,Q2,Apartment,11701.133333333333
Gurgaon,Palam Vihar,2025,Apr,Q2,Other,9446.25
Gurgaon,Palam Vihar,2025,Feb,Q1,Apartment,10525.0
Gurgaon,Palam Vihar,2025,Feb,Q1,Other,10600.0
Gurgaon,Palam Vihar,2025,Jan,Q1,Apartment,10636.333333333334
Gurgaon,Palam Vihar,2025,Jan,Q1,Other,12359.0
Gurgaon,Palam Vihar,2025,Jan,Q1,Plot,12833.0
Gurgaon,Palam Vihar,2025,Mar,Q1,Apartment,10576.0
Gurgaon,Palam Vihar,2025,Mar,Q1,Other,10427.0
Gurgaon,Palam Vihar,2025,May,Q2,Apartment,11298.75
Gurgaon,Palam Vihar Extension,2024,Aug,Q3,Apartment,3877.0
Gurgaon,Palam Vihar Extension,2024,Nov,Q4,Other,4390.0
Gurgaon,Palam Vihar Extension,2024,Oct,Q4,Other,5000.0
Gurgaon,Palam Vihar Extension,2025,Jan,Q1,Other,16176.0
Gurgaon,Palam Vihar Extension,2025,Mar,Q1,Other,5000.0
Gurgaon,Panwala Khusropur,2025,Apr,Q2,Apartment,18181.0
Gurgaon,Park View City 1,2024,Nov,Q4,Penthouse,12000.0
Gurgaon,Park View City 1,2024,Oct,Q4,Apartment,15202.0
Gurgaon,Park View City 1,2025,Apr,Q2,Apartment,19769.0
Gurgaon,Park View City 1,2025,Jan,Q1,Other,8372.0
Gurgaon,Part- 6 Sector-5 Gurgaon,2025,Feb,Q1,Apartment,2691.0
Gurgaon,Patel Nagar,2024,Aug,Q3,Other,8536.0
Gurgaon,Patel Nagar,2024,Oct,Q4,Apartment,6133.0
Gurgaon,Patel Nagar,2024,Oct,Q4,Other,3987.0
Gurgaon,Patel Nagar,2025,Mar,Q1,Other,3987.0
Gurgaon,Phase 3 Sector 22A Gurgaon,2024,Nov,Q4,Apartment,13304.0
Gurgaon,Phase 3 Sector 22A Gurgaon,2025,May,Q2,Apartment,18153.0
Gurgaon,Pocket H Nirvana Country,2024,Dec,Q4,Apartment,16939.5
Gurgaon,Pocket H Nirvana Country,2024,Dec,Q4,Other,17155.0
Gurgaon,Pocket H Nirvana Country,2024,Nov,Q4,Apartment,15470.0
Gurgaon,Pocket H Nirvana Country,2024,Nov,Q4,Other,17142.0
Gurgaon,Pocket H Nirvana Country,2024,Oct,Q4,Apartment,15157.5
Gurgaon,Pocket H Nirvana Country,2025,Apr,Q2,Apartment,15443.375
Gurgaon,Pocket H Nirvana Country,2025,Feb,Q1,Apartment,14856.166666666666
Gurgaon,Pocket H Nirvana Country,2025,Feb,Q1,Other,15684.0
Gurgaon,Pocket H Nirvana Country,2025,Jan,Q1,Apartment,15949.857142857143
Gurgaon,Pocket H Nirvana Country,2025,Mar,Q1,Apartment,16554.666666666668
Gurgaon,Pocket H Nirvana Country,2025,May,Q2,Apartment,17256.333333333332
Gurgaon,Pocket I Nirvana Country,2024,Dec,Q4,Apartment,15469.0
Gurgaon,Pocket I Nirvana Country,2024,Nov,Q4,Apartment,14716.5
Gurgaon,Pocket I Nirvana Country,2024,Oct,Q4,Apartment,14876.0
Gurgaon,Pocket I Nirvana Country,2025,Apr,Q2,Apartment,15322.0
Gurgaon,Pocket I Nirvana Country,2025,Feb,Q1,Apartment,14917.0
Gurgaon,Rail Vihar,2025,Feb,Q1,Apartment,2657.0
Gurgaon,Rajendra Park,2024,Dec,Q4,Other,4705.0
Gurgaon,Rajendra Park,2024,Nov,Q4,Apartment,12000.0
Gurgaon,Rajendra Park,2024,Sep,Q3,Other,4200.0
Gurgaon,Rajendra Park,2025,Apr,Q2,Plot,3555.0
Gurgaon,Rajendra Park,2025,Mar,Q1,Apartment,6666.0
Gurgaon,Rajiv Chowk,2025,Feb,Q1,Apartment,2691.0
Gurgaon,Rajiv Chowk,2025,Jan,Q1,Apartment,2591.0
Gurgaon,Rajiv Chowk,2025,Mar,Q1,Apartment,2778.0
Gurgaon,Rajiv Chowk,2025,May,Q2,Apartment,2591.0
Gurgaon,Ram Vihar,2025,Apr,Q2,Other,10370.0
Gurgaon,Ramgarh,2024,Oct,Q4,Other,18210.0
Gurgaon,Ramgarh,2025,Jan,Q1,Apartment,19108.0
Gurgaon,Rampura,2025,Apr,Q2,Apartment,11209.0
Gurgaon,Rampura,2025,Feb,Q1,Apartment,9440.0
Gurgaon,S Block DLF Phase 3,2025,Feb,Q1,Apartment,18181.0
Gurgaon,SIGNATURE LUXURY PROJECT TITANIUM,2025,Jan,Q1,Apartment,16906.0
Gurgaon,SOUTH OF GURFOUN,2024,Nov,Q4,Other,12580.0
Gurgaon,Sadar Bazar,2024,Oct,Q4,Apartment,4040.0
Gurgaon,Sadar Bazar,2025,Mar,Q1,Other,4040.0
Gurgaon,Sai Kunj,2025,Apr,Q2,Apartment,5769.0
Gurgaon,Sai Kunj Block C,2024,Nov,Q4,Apartment,7647.0
Gurgaon,Sai Kunj Block C,2024,Sep,Q3,Other,6111.0
Gurgaon,Samaspur,2024,Oct,Q4,Apartment,14210.0
Gurgaon,Samaspur,2024,Oct,Q4,Villa,6190.0
Gurgaon,Sarswati Kunj 2,2024,Nov,Q4,Apartment,8615.0
Gurgaon,Sarswati Kunj 2,2024,Oct,Q4,Apartment,8307.0
Gurgaon,Secror34D,2025,Jan,Q1,Other,13600.0
Gurgaon,Sector 1 Gurgaon,2024,Nov,Q4,Apartment,6301.8
Gurgaon,Sector 1 Gurgaon,2024,Oct,Q4,Apartment,15000.0
Gurgaon,Sector 1 Gurgaon,2025,Apr,Q2,Apartment,6694.5
Gurgaon,Sector 1 Gurgaon,2025,Feb,Q1,Apartment,6129.0
Gurgaon,Sector 1 Gurgaon,2025,Jan,Q1,Apartment,5793.0
Gurgaon,Sector 1 Imt Manesar,2024,Aug,Q3,Other,10000.0
Gurgaon,Sector 1 Imt Manesar,2024,Dec,Q4,Apartment,6050.666666666667
Gurgaon,Sector 1 Imt Manesar,2024,Jul,Q3,Apartment,8823.0
Gurgaon,Sector 1 Imt Manesar,2024,Nov,Q4,Apartment,5978.076923076923
Gurgaon,Sector 1 Imt Manesar,2024,Nov,Q4,Other,6411.25
Gurgaon,Sector 1 Imt Manesar,2024,Oct,Q4,Apartment,6687.833333333333
Gurgaon,Sector 1 Imt Manesar,2024,Oct,Q4,Other,5192.0
Gurgaon,Sector 1 Imt Manesar,2024,Sep,Q3,Apartment,5384.0
Gurgaon,Sector 1 Imt Manesar,2024,Sep,Q3,Other,5185.0
Gurgaon,Sector 1 Imt Manesar,2025,Apr,Q2,Apartment,6252.5
Gurgaon,Sector 1 Imt Manesar,2025,Apr,Q2,Other,8282.0
Gurgaon,Sector 1 Imt Manesar,2025,Feb,Q1,Apartment,6245.916666666667
Gurgaon,Sector 1 Imt Manesar,2025,Feb,Q1,Other,5644.5
Gurgaon,Sector 1 Imt Manesar,2025,Jan,Q1,Apartment,6082.25
Gurgaon,Sector 1 Imt Manesar,2025,Jan,Q1,Other,6341.5
Gurgaon,Sector 1 Imt Manesar,2025,Mar,Q1,Apartment,3715.0
Gurgaon,Sector 1 Imt Manesar,2025,Mar,Q1,Other,6561.0
Gurgaon,Sector 102,2024,Aug,Q3,Apartment,16198.0
Gurgaon,Sector 102,2024,Aug,Q3,Other,14607.2
Gurgaon,Sector 102,2024,Dec,Q4,Apartment,13272.555555555555
Gurgaon,Sector 102,2024,Dec,Q4,Other,13738.5
Gurgaon,Sector 102,2024,Dec,Q4,Penthouse,12366.0
Gurgaon,Sector 102,2024,Jul,Q3,Other,14661.0
Gurgaon,Sector 102,2024,Nov,Q4,Apartment,12954.84
Gurgaon,Sector 102,2024,Nov,Q4,Other,14259.386363636364
Gurgaon,Sector 102,2024,Nov,Q4,Penthouse,14261.714285714286
Gurgaon,Sector 102,2024,Nov,Q4,Studio,11234.5
Gurgaon,Sector 102,2024,Nov,Q4,Villa,15514.5
Gurgaon,Sector 102,2024,Oct,Q4,Apartment,12911.777511961722
Gurgaon,Sector 102,2024,Oct,Q4,Other,14012.526315789473
Gurgaon,Sector 102,2024,Oct,Q4,Penthouse,13493.0
Gurgaon,Sector 102,2024,Oct,Q4,Studio,11358.0
Gurgaon,Sector 102,2024,Sep,Q3,Apartment,13099.0
Gurgaon,Sector 102,2024,Sep,Q3,Other,12742.4
Gurgaon,Sector 102,2025,Apr,Q2,Apartment,13304.05223880597
Gurgaon,Sector 102,2025,Apr,Q2,Other,13914.98
Gurgaon,Sector 102,2025,Apr,Q2,Penthouse,13896.75
Gurgaon,Sector 102,2025,Apr,Q2,Studio,11925.0
Gurgaon,Sector 102,2025,Feb,Q1,Apartment,13330.10702341137
Gurgaon,Sector 102,2025,Feb,Q1,Other,13549.542857142857
Gurgaon,Sector 102,2025,Feb,Q1,Penthouse,11258.0
Gurgaon,Sector 102,2025,Feb,Q1,Villa,11917.0
Gurgaon,Sector 102,2025,Jan,Q1,Apartment,13147.378091872792
Gurgaon,Sector 102,2025,Jan,Q1,Other,13262.645161290322
Gurgaon,Sector 102,2025,Jan,Q1,Penthouse,13733.666666666666
Gurgaon,Sector 102,2025,Jan,Q1,Studio,11850.0
Gurgaon,Sector 102,2025,Jan,Q1,Villa,9497.0
Gurgaon,Sector 102,2025,Mar,Q1,Apartment,13032.351778656126
Gurgaon,Sector 102,2025,Mar,Q1,Other,13579.454545454546
Gurgaon,Sector 102,2025,Mar,Q1,Penthouse,9611.0
Gurgaon,Sector 102,2025,Mar,Q1,Studio,6363.0
Gurgaon,Sector 102,2025,Mar,Q1,Villa,14194.0
Gurgaon,Sector 102,2025,May,Q2,Apartment,13078.387096774193
Gurgaon,Sector 102,2025,May,Q2,Other,13414.333333333334
Gurgaon,Sector 102,2025,May,Q2,Penthouse,10297.0
Gurgaon,Sector 102 Gurgaon,2024,Dec,Q4,Apartment,15833.0
Gurgaon,Sector 102 Gurgaon,2024,Nov,Q4,Apartment,14479.0
Gurgaon,Sector 102 Gurgaon,2024,Nov,Q4,Other,16500.0
Gurgaon,Sector 102 Gurgaon,2024,Oct,Q4,Apartment,16416.666666666668
Gurgaon,Sector 102 Gurgaon,2024,Oct,Q4,Other,16500.0
Gurgaon,Sector 102 Gurgaon,2024,Sep,Q3,Apartment,15032.0
Gurgaon,Sector 102 Gurgaon,2025,Apr,Q2,Apartment,9677.5
Gurgaon,Sector 102 Gurgaon,2025,Apr,Q2,Other,14063.5
Gurgaon,Sector 102 Gurgaon,2025,Feb,Q1,Apartment,16781.0
Gurgaon,Sector 102 Gurgaon,2025,Feb,Q1,Other,14545.0
Gurgaon,Sector 102 Gurgaon,2025,Jan,Q1,Apartment,16500.0
Gurgaon,Sector 102 Gurgaon,2025,Jan,Q1,Other,11627.0
Gurgaon,Sector 102 Gurgaon,2025,Mar,Q1,Apartment,14860.666666666666
Gurgaon,Sector 103,2024,Aug,Q3,Apartment,8010.5
Gurgaon,Sector 103,2024,Aug,Q3,Other,9377.833333333334
Gurgaon,Sector 103,2024,Dec,Q4,Apartment,10715.775
Gurgaon,Sector 103,2024,Dec,Q4,Other,12840.666666666666
Gurgaon,Sector 103,2024,Jul,Q3,Other,10014.0
Gurgaon,Sector 103,2024,Nov,Q4,Apartment,9727.896226415094
Gurgaon,Sector 103,2024,Nov,Q4,Other,13186.7
Gurgaon,Sector 103,2024,Nov,Q4,Penthouse,7858.285714285715
Gurgaon,Sector 103,2024,Oct,Q4,Apartment,10166.317757009347
Gurgaon,Sector 103,2024,Oct,Q4,Other,12629.2
Gurgaon,Sector 103,2024,Oct,Q4,Penthouse,10294.666666666666
Gurgaon,Sector 103,2024,Sep,Q3,Apartment,10518.111111111111
Gurgaon,Sector 103,2024,Sep,Q3,Other,11428.0
Gurgaon,Sector 103,2025,Apr,Q2,Apartment,11225.02564102564
Gurgaon,Sector 103,2025,Apr,Q2,Other,12951.066666666668
Gurgaon,Sector 103,2025,Apr,Q2,Penthouse,13269.75
Gurgaon,Sector 103,2025,Feb,Q1,Apartment,10747.206896551725
Gurgaon,Sector 103,2025,Feb,Q1,Other,13575.25
Gurgaon,Sector 103,2025,Feb,Q1,Penthouse,19728.428571428572
Gurgaon,Sector 103,2025,Jan,Q1,Apartment,10503.398305084746
Gurgaon,Sector 103,2025,Jan,Q1,Other,15180.322580645161
Gurgaon,Sector 103,2025,Jan,Q1,Penthouse,9056.285714285714
Gurgaon,Sector 103,2025,Mar,Q1,Apartment,12148.264150943396
Gurgaon,Sector 103,2025,Mar,Q1,Other,11401.2
Gurgaon,Sector 103,2025,Mar,Q1,Penthouse,8288.5
Gurgaon,Sector 103,2025,May,Q2,Apartment,10512.0
Gurgaon,Sector 103,2025,May,Q2,Other,10465.0
Gurgaon,Sector 103 Gurgaon,2024,Aug,Q3,Apartment,8451.0
Gurgaon,Sector 103 Gurgaon,2024,Aug,Q3,Other,8505.0
Gurgaon,Sector 103 Gurgaon,2024,Dec,Q4,Apartment,13275.333333333334
Gurgaon,Sector 103 Gurgaon,2024,Dec,Q4,Other,7945.0
Gurgaon,Sector 103 Gurgaon,2024,Nov,Q4,Apartment,12499.608695652174
Gurgaon,Sector 103 Gurgaon,2024,Oct,Q4,Apartment,9621.757575757576
Gurgaon,Sector 103 Gurgaon,2024,Oct,Q4,Other,12922.0
Gurgaon,Sector 103 Gurgaon,2024,Sep,Q3,Apartment,10142.666666666666
Gurgaon,Sector 103 Gurgaon,2025,Apr,Q2,Apartment,10750.588235294117
Gurgaon,Sector 103 Gurgaon,2025,Apr,Q2,Other,8796.0
Gurgaon,Sector 103 Gurgaon,2025,Feb,Q1,Apartment,10264.583333333334
Gurgaon,Sector 103 Gurgaon,2025,Feb,Q1,Other,15057.5
Gurgaon,Sector 103 Gurgaon,2025,Feb,Q1,Penthouse,19142.0
Gurgaon,Sector 103 Gurgaon,2025,Jan,Q1,Apartment,10654.7
Gurgaon,Sector 103 Gurgaon,2025,Jan,Q1,Other,10189.666666666666
Gurgaon,Sector 103 Gurgaon,2025,Mar,Q1,Apartment,10695.4
Gurgaon,Sector 103 Gurgaon,2025,Mar,Q1,Other,8109.0
Gurgaon,Sector 103 Gurgaon,2025,Mar,Q1,Penthouse,16312.0
Gurgaon,Sector 103 Gurgaon,2025,Mar,Q1,Studio,14856.75
Gurgaon,Sector 103 Gurgaon,2025,May,Q2,Apartment,8286.0
Gurgaon,Sector 104,2024,Aug,Q3,Apartment,14059.142857142857
Gurgaon,Sector 104,2024,Aug,Q3,Other,13320.5
Gurgaon,Sector 104,2024,Dec,Q4,Apartment,12838.97435897436
Gurgaon,Sector 104,2024,Dec,Q4,Other,11979.7
Gurgaon,Sector 104,2024,Jul,Q3,Apartment,9565.0
Gurgaon,Sector 104,2024,Nov,Q4,Apartment,13465.558558558558
Gurgaon,Sector 104,2024,Nov,Q4,Other,14235.227272727272
Gurgaon,Sector 104,2024,Nov,Q4,Penthouse,8000.0
Gurgaon,Sector 104,2024,Nov,Q4,Villa,22622.0
Gurgaon,Sector 104,2024,Oct,Q4,Apartment,12419.343859649123
Gurgaon,Sector 104,2024,Oct,Q4,Other,12250.588235294117
Gurgaon,Sector 104,2024,Oct,Q4,Villa,14000.0
Gurgaon,Sector 104,2024,Sep,Q3,Apartment,13370.185185185184
Gurgaon,Sector 104,2024,Sep,Q3,Other,12512.142857142857
Gurgaon,Sector 104,2025,Apr,Q2,Apartment,12994.044052863435
Gurgaon,Sector 104,2025,Apr,Q2,Other,13138.184210526315
Gurgaon,Sector 104,2025,Apr,Q2,Studio,12007.5
Gurgaon,Sector 104,2025,Feb,Q1,Apartment,12866.070351758794
Gurgaon,Sector 104,2025,Feb,Q1,Other,13513.702702702703
Gurgaon,Sector 104,2025,Feb,Q1,Studio,17663.0
Gurgaon,Sector 104,2025,Jan,Q1,Apartment,13085.876404494382
Gurgaon,Sector 104,2025,Jan,Q1,Other,14542.72
Gurgaon,Sector 104,2025,Jan,Q1,Villa,13739.0
Gurgaon,Sector 104,2025,Mar,Q1,Apartment,12156.039215686274
Gurgaon,Sector 104,2025,Mar,Q1,Other,14664.421052631578
Gurgaon,Sector 104,2025,Mar,Q1,Studio,10915.0
Gurgaon,Sector 104,2025,Mar,Q1,Villa,14953.5
Gurgaon,Sector 104,2025,May,Q2,Apartment,13937.235294117647
Gurgaon,Sector 104,2025,May,Q2,Other,14285.0
Gurgaon,Sector 104 Gurgaon,2024,Nov,Q4,Apartment,14705.0
Gurgaon,Sector 104 Gurgaon,2024,Oct,Q4,Apartment,17156.2
Gurgaon,Sector 104 Gurgaon,2025,Apr,Q2,Apartment,16502.941176470587
Gurgaon,Sector 104 Gurgaon,2025,Apr,Q2,Other,14559.0
Gurgaon,Sector 104 Gurgaon,2025,Feb,Q1,Other,8691.0
Gurgaon,Sector 104 Gurgaon,2025,Jan,Q1,Apartment,10285.0
Gurgaon,Sector 104 Gurgaon,2025,Mar,Q1,Apartment,16336.142857142857
Gurgaon,Sector 104 Gurgaon,2025,Mar,Q1,Other,12357.0
Gurgaon,Sector 104 Gurgaon,2025,May,Q2,Apartment,16488.0
Gurgaon,Sector 105 Gurgaon,2024,Nov,Q4,Apartment,14842.25
Gurgaon,Sector 105 Gurgaon,2024,Nov,Q4,Other,14000.0
Gurgaon,Sector 105 Gurgaon,2024,Oct,Q4,Apartment,13000.0
Gurgaon,Sector 105 Gurgaon,2024,Sep,Q3,Apartment,13000.0
Gurgaon,Sector 105 Gurgaon,2024,Sep,Q3,Other,5384.0
Gurgaon,Sector 105 Gurgaon,2025,Apr,Q2,Apartment,10027.0
Gurgaon,Sector 105 Gurgaon,2025,Feb,Q1,Other,9202.0
Gurgaon,Sector 105 Gurgaon,2025,Jan,Q1,Apartment,18718.0
Gurgaon,Sector 105 Gurgaon,2025,Mar,Q1,Apartment,13672.5
Gurgaon,Sector 106,2024,Aug,Q3,Apartment,16552.0
Gurgaon,Sector 106,2024,Aug,Q3,Other,15456.0
Gurgaon,Sector 106,2024,Dec,Q4,Apartment,14541.934065934065
Gurgaon,Sector 106,2024,Dec,Q4,Other,16268.076923076924
Gurgaon,Sector 106,2024,Dec,Q4,Studio,7661.5
Gurgaon,Sector 106,2024,Jun,Q2,Apartment,12779.0
Gurgaon,Sector 106,2024,May,Q2,Apartment,14275.0
Gurgaon,Sector 106,2024,Nov,Q4,Apartment,13631.208333333334
Gurgaon,Sector 106,2024,Nov,Q4,Other,17209.19230769231
Gurgaon,Sector 106,2024,Nov,Q4,Penthouse,15944.0
